task,scale,repo,commit,issue_url,mode,repeat,provider,model,trace_backend,document_lines,wall_s,recovery_wall_s,prompt_tokens,completion_tokens,total_tokens,tool_calls,model_calls,recovery_ledger_steps,rollback_targets,regenerated_paths,independent_retained,independent_unchanged,documents_valid,solution_present,derived_removed,host_leak_before_commit,tests_rc,finished,finish_called,committed,success,error
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,temporal_checkpoint,0,jojocode,gpt-5.6-terra,strace,16,84.343741,72.4879,16421,1827,18248,13,7,12,"[1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-uulake7w/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-uulake7w/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-uulake7w/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-uulake7w/repo/recovery_build/derived.txt', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-uulake7w/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-uulake7w/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-uulake7w/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,whole_branch_abort,0,jojocode,gpt-5.6-terra,strace,16,298.027764,286.629028,23815,3571,27386,13,10,12,"[0, 1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-hma5tygk/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-hma5tygk/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-hma5tygk/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-hma5tygk/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-hma5tygk/repo/recovery_tests', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-hma5tygk/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,causal,0,jojocode,gpt-5.6-terra,strace,32,83.889703,70.396075,12631,1290,13921,9,5,8,"[1, 4, 5]","['tmp/agenttx-github-medium_flask_config-causal-0-uhjpekqs/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-causal-0-uhjpekqs/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-causal-0-uhjpekqs/repo/agenttx_task_spec/TASK.md']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,temporal_checkpoint,0,jojocode,gpt-5.6-terra,strace,32,100.19448,86.269945,10793,1743,12536,11,5,10,"[1, 2, 3, 4, 5]","['tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-j4w96v7q/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-j4w96v7q/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-j4w96v7q/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-j4w96v7q/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-j4w96v7q/repo/recovery_notes', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-j4w96v7q/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-j4w96v7q/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-j4w96v7q/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,whole_branch_abort,0,jojocode,gpt-5.6-terra,strace,32,183.077398,169.377698,44361,3425,47786,16,12,14,"[0, 1, 2, 3, 4, 5]","['tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-oan79gxf/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-oan79gxf/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-oan79gxf/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-oan79gxf/repo/recovery_build', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-oan79gxf/repo/recovery_notes', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-oan79gxf/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-oan79gxf/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-oan79gxf/repo/recovery_tests', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-oan79gxf/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,causal,0,jojocode,gpt-5.6-terra,strace,64,126.975597,110.13703,37008,2310,39318,17,8,16,"[1, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-causal-0-vb8x_lj6/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-vb8x_lj6/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-vb8x_lj6/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-vb8x_lj6/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-vb8x_lj6/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-vb8x_lj6/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-vb8x_lj6/repo/recovery_notes/validation.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-vb8x_lj6/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,temporal_checkpoint,0,jojocode,gpt-5.6-terra,strace,64,275.906258,260.018628,42031,4579,46610,14,11,12,"[1, 2, 3, 4, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-e401aadi/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-e401aadi/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-e401aadi/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-e401aadi/repo/recovery_notes', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-e401aadi/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-e401aadi/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-e401aadi/repo/recovery_notes/validation.md']",True,False,True,True,True,False,0,True,True,True,True,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,whole_branch_abort,0,jojocode,gpt-5.6-terra,strace,64,203.351907,187.516493,31054,4452,35506,12,10,11,"[0, 1, 2, 3, 4, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-s8ddog4y/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-s8ddog4y/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-s8ddog4y/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-s8ddog4y/repo/recovery_notes', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-s8ddog4y/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-s8ddog4y/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-s8ddog4y/repo/recovery_notes/validation.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-s8ddog4y/repo/recovery_tests', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-s8ddog4y/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,causal,0,jojocode,gpt-5.6-luna,strace,16,116.629235,105.185068,15875,1477,17352,13,6,12,"[1, 3, 4]","['tmp/agenttx-github-short_requests_timeout-causal-0-0t3_5c6g/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-causal-0-0t3_5c6g/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-causal-0-0t3_5c6g/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-causal-0-0t3_5c6g/repo/agenttx_task_spec/task.md', 'tmp/agenttx-github-short_requests_timeout-causal-0-0t3_5c6g/repo/recovery_build', 'tmp/agenttx-github-short_requests_timeout-causal-0-0t3_5c6g/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-causal-0-0t3_5c6g/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,temporal_checkpoint,0,jojocode,gpt-5.6-luna,strace,16,170.025181,158.256327,15025,2038,17063,15,6,14,"[1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-9uh_h34n/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-9uh_h34n/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-9uh_h34n/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-9uh_h34n/repo/recovery_build', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-9uh_h34n/repo/recovery_build/derived.txt', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-9uh_h34n/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-9uh_h34n/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-9uh_h34n/repo/recovery_tests/test_task.py']",False,False,False,True,True,False,0,True,True,True,False,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,whole_branch_abort,0,jojocode,gpt-5.6-luna,strace,16,165.52369,152.63415,13517,1986,15503,13,6,12,"[0, 1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-jdb2ybtm/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-jdb2ybtm/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-jdb2ybtm/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-jdb2ybtm/repo/recovery_build/derived.txt', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-jdb2ybtm/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-jdb2ybtm/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-jdb2ybtm/repo/recovery_tests', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-jdb2ybtm/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,causal,0,jojocode,gpt-5.6-luna,strace,32,134.79179,121.248366,25703,2298,28001,16,8,15,"[1, 4, 5]","['tmp/agenttx-github-medium_flask_config-causal-0-v0gny2pl/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-causal-0-v0gny2pl/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-medium_flask_config-causal-0-v0gny2pl/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-causal-0-v0gny2pl/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-medium_flask_config-causal-0-v0gny2pl/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,temporal_checkpoint,0,jojocode,gpt-5.6-luna,strace,32,124.679937,110.896563,12058,2115,14173,13,5,12,"[1, 2, 3, 4, 5]","['tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-1pv8gflt/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-1pv8gflt/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-1pv8gflt/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-1pv8gflt/repo/recovery_notes', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-1pv8gflt/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-1pv8gflt/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-1pv8gflt/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,whole_branch_abort,0,jojocode,gpt-5.6-luna,strace,32,117.048492,103.69014,10502,2242,12744,9,5,8,"[0, 1, 2, 3, 4, 5]","['tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-defpn_sy/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-defpn_sy/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-defpn_sy/repo/recovery_notes', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-defpn_sy/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-defpn_sy/repo/recovery_notes/design.md']",True,False,True,True,True,False,4,True,True,True,False,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,causal,0,jojocode,gpt-5.6-luna,strace,64,87.127932,72.511519,14074,1867,15941,10,6,9,"[1, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-causal-0-ykxxi0r2/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-ykxxi0r2/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-ykxxi0r2/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-ykxxi0r2/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-ykxxi0r2/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-ykxxi0r2/repo/recovery_notes/validation.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-ykxxi0r2/repo/recovery_tests/test_task.py']",True,True,True,True,True,False,0,True,True,True,True,
