task,scale,repo,commit,issue_url,mode,repeat,provider,model,trace_backend,document_lines,wall_s,recovery_wall_s,prompt_tokens,completion_tokens,total_tokens,tool_calls,model_calls,recovery_ledger_steps,rollback_targets,regenerated_paths,independent_retained,independent_unchanged,documents_valid,solution_present,derived_removed,host_leak_before_commit,tests_rc,finished,finish_called,committed,success,error
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,temporal_checkpoint,0,openrouter,deepseek/deepseek-v4-flash-0731,strace,16,128.619735,112.785791,105666,3920,109586,15,12,13,"[1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-53bbq51r/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-53bbq51r/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-53bbq51r/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-53bbq51r/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-53bbq51r/repo/recovery_notes/design.md']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,whole_branch_abort,0,openrouter,deepseek/deepseek-v4-flash-0731,strace,16,392.46435,378.295034,272708,16724,289432,22,20,21,"[0, 1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-8drw4nmj/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-8drw4nmj/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-8drw4nmj/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-8drw4nmj/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-8drw4nmj/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-8drw4nmj/repo/recovery_tests', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-8drw4nmj/repo/recovery_tests/test_task.py']",False,False,False,True,True,False,0,False,False,True,False,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,causal,0,openrouter,deepseek/deepseek-v4-flash-0731,strace,32,76.259976,63.568213,38828,1627,40455,14,9,13,"[1, 4, 5]","['tmp/agenttx-github-medium_flask_config-causal-0-tuh0pmcq/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-causal-0-tuh0pmcq/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-causal-0-tuh0pmcq/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-medium_flask_config-causal-0-tuh0pmcq/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-causal-0-tuh0pmcq/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-causal-0-tuh0pmcq/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,temporal_checkpoint,0,openrouter,deepseek/deepseek-v4-flash-0731,strace,32,186.035667,173.073923,77436,5861,83297,17,14,16,"[1, 2, 3, 4, 5]","['tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj8_fkxl/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj8_fkxl/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj8_fkxl/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj8_fkxl/repo/recovery_notes', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj8_fkxl/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj8_fkxl/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj8_fkxl/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,whole_branch_abort,0,openrouter,deepseek/deepseek-v4-flash-0731,strace,32,196.324795,182.287206,80854,7226,88080,18,10,16,"[0, 1, 2, 3, 4, 5]","['tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-hquejx_a/repo/README.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-hquejx_a/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-hquejx_a/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-hquejx_a/repo/recovery_notes', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-hquejx_a/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-hquejx_a/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-hquejx_a/repo/recovery_tests', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-hquejx_a/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,causal,0,openrouter,deepseek/deepseek-v4-flash-0731,strace,64,97.355477,82.724429,76249,2410,78659,16,11,15,"[1, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-causal-0-xpszxdaz/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-xpszxdaz/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-xpszxdaz/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-xpszxdaz/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-xpszxdaz/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,temporal_checkpoint,0,openrouter,deepseek/deepseek-v4-flash-0731,strace,64,175.77823,159.571447,40266,4923,45189,14,10,13,"[1, 2, 3, 4, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-tqevit6e/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-tqevit6e/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-tqevit6e/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-tqevit6e/repo/recovery_notes', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-tqevit6e/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-tqevit6e/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-tqevit6e/repo/recovery_notes/validation.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-tqevit6e/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,whole_branch_abort,0,openrouter,deepseek/deepseek-v4-flash-0731,strace,64,167.638752,151.828682,60309,9756,70065,15,11,14,"[0, 1, 2, 3, 4, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-lvstpop5/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-lvstpop5/repo/agenttx_solution/_notes.py', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-lvstpop5/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-lvstpop5/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-lvstpop5/repo/recovery_notes', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-lvstpop5/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-lvstpop5/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-lvstpop5/repo/recovery_notes/validation.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-lvstpop5/repo/recovery_tests', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-lvstpop5/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,causal,0,openrouter,meta-llama/llama-4-scout,strace,16,33.301151,22.005489,12457,423,12880,6,6,5,"[1, 3, 4]","['tmp/agenttx-github-short_requests_timeout-causal-0-vpyaotsd/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-causal-0-vpyaotsd/repo/agenttx_solution/solution.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,temporal_checkpoint,0,openrouter,meta-llama/llama-4-scout,strace,16,73.952019,62.781481,72189,1380,73569,23,20,23,"[1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-nlch3acm/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-nlch3acm/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-nlch3acm/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-nlch3acm/repo/recovery_notes/design.md']",True,False,True,True,True,False,0,False,False,True,False,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,whole_branch_abort,0,openrouter,meta-llama/llama-4-scout,strace,16,33.312554,21.938025,14314,666,14980,7,7,6,"[0, 1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-4tsa5tt9/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-4tsa5tt9/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-4tsa5tt9/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-4tsa5tt9/repo/recovery_notes/design.md']",True,False,True,True,True,False,4,True,True,True,False,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,causal,0,openrouter,meta-llama/llama-4-scout,strace,32,28.770088,15.840636,8901,338,9239,5,5,4,"[1, 4, 5]","['tmp/agenttx-github-medium_flask_config-causal-0-bfpq5i5t/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-causal-0-bfpq5i5t/repo/agenttx_solution/solution.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,temporal_checkpoint,0,openrouter,meta-llama/llama-4-scout,strace,32,19.662157,6.815198,2956,276,3232,1,2,1,"[1, 2, 3, 4, 5]",[],False,False,False,False,True,False,2,True,False,True,False,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,whole_branch_abort,0,openrouter,meta-llama/llama-4-scout,strace,32,17.425669,4.735995,3297,115,3412,1,2,1,"[0, 1, 2, 3, 4, 5]",[],False,False,False,False,True,False,4,True,False,True,False,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,causal,0,openrouter,meta-llama/llama-4-scout,strace,64,49.648497,34.85724,52746,1049,53795,11,11,10,"[1, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-causal-0-tvj0s0st/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-tvj0s0st/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-tvj0s0st/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-tvj0s0st/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-tvj0s0st/repo/recovery_notes/validation.md']",True,False,True,True,True,False,1,True,True,True,False,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,temporal_checkpoint,0,openrouter,meta-llama/llama-4-scout,strace,64,19.407334,4.649519,1637,523,2160,1,1,0,"[1, 2, 3, 4, 5, 6]",[],False,False,False,False,True,False,2,True,True,True,False,
