suite,task,scale,difficulty,category,version,official_group,repo,commit,mode,repeat,oracle,provider,model,harness_backend,execution_boundary,trace_backend,wall_s,recovery_wall_s,prompt_tokens,completion_tokens,total_tokens,tool_calls,usage_source,model_calls,harness_returncode,harness_stdout,harness_stderr,recovery_ledger_steps,rollback_targets,regenerated_paths,independent_retained,independent_unchanged,documents_valid,derived_removed,host_leak_before_commit,tests_rc,tests_ok,finished,finish_called,committed,success,injected,error,verifier_stdout,verifier_stderr
swe,astropy__astropy-14995,medium,,astropy/astropy,5.2,astropy/astropy,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,temporal_checkpoint,0,True,oracle,oracle,oracle,oracle,strace,22.308261,10.939204,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3, 4]","[""tmp/agenttx-swe-astropy__astropy-14995-temporal_checkpoint-0-i3_zviuo/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-astropy__astropy-14995-temporal_checkpoint-0-i3_zviuo/repo/astropy"", ""tmp/agenttx-swe-astropy__astropy-14995-temporal_checkpoint-0-i3_zviuo/repo/astropy/nddata"", ""tmp/agenttx-swe-astropy__astropy-14995-temporal_checkpoint-0-i3_zviuo/repo/astropy/nddata/mixins"", ""tmp/agenttx-swe-astropy__astropy-14995-temporal_checkpoint-0-i3_zviuo/repo/astropy/nddata/mixins/ndarithmetic.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1, 2], ""derived_step"": 3, ""test_run_step"": 4, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Internet access disabled
[32m.[0m[32m                                                                        [100%][0m
[32m[32m[1m1 passed[0m[32m in 0.35s[0m[0m
","<frozen importlib._bootstrap>:228: RuntimeWarning: numpy.ndarray size changed, may indicate binary incompatibility. Expected 80 from C header, got 96 from PyObject
"
swe,astropy__astropy-14995,medium,,astropy/astropy,5.2,astropy/astropy,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,whole_branch_abort,0,True,oracle,oracle,oracle,oracle,strace,22.181712,10.753065,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3, 4]","[""tmp/agenttx-swe-astropy__astropy-14995-whole_branch_abort-0-ahmj60h3/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-astropy__astropy-14995-whole_branch_abort-0-ahmj60h3/repo/astropy"", ""tmp/agenttx-swe-astropy__astropy-14995-whole_branch_abort-0-ahmj60h3/repo/astropy/nddata"", ""tmp/agenttx-swe-astropy__astropy-14995-whole_branch_abort-0-ahmj60h3/repo/astropy/nddata/mixins"", ""tmp/agenttx-swe-astropy__astropy-14995-whole_branch_abort-0-ahmj60h3/repo/astropy/nddata/mixins/ndarithmetic.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1, 2], ""derived_step"": 3, ""test_run_step"": 4, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Internet access disabled
[32m.[0m[32m                                                                        [100%][0m
[32m[32m[1m1 passed[0m[32m in 0.31s[0m[0m
","<frozen importlib._bootstrap>:228: RuntimeWarning: numpy.ndarray size changed, may indicate binary incompatibility. Expected 80 from C header, got 96 from PyObject
"
swe,astropy__astropy-6938,short,,astropy/astropy,1.3,astropy/astropy,astropy/astropy,c76af9ed6bb89bfba45b9f5bc1e635188278e2fa,causal,0,True,oracle,oracle,oracle,oracle,strace,93.21184,82.642769,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-astropy__astropy-6938-causal-0-d8jwls1b/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-astropy__astropy-6938-causal-0-d8jwls1b/repo/astropy"", ""tmp/agenttx-swe-astropy__astropy-6938-causal-0-d8jwls1b/repo/astropy/io"", ""tmp/agenttx-swe-astropy__astropy-6938-causal-0-d8jwls1b/repo/astropy/io/fits"", ""tmp/agenttx-swe-astropy__astropy-6938-causal-0-d8jwls1b/repo/astropy/io/fits/fitsrec.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"..                                                                       [100%]
=============================== warnings summary ===============================
None
  Module already imported so cannot be rewritten: astropy.tests.plugins.display

-- Docs: http://doc.pytest.org/en/latest/warnings.html
2 passed, 1 warnings in 0.76 seconds
",
swe,astropy__astropy-6938,short,,astropy/astropy,1.3,astropy/astropy,astropy/astropy,c76af9ed6bb89bfba45b9f5bc1e635188278e2fa,temporal_checkpoint,0,True,oracle,oracle,oracle,oracle,strace,20.98379,10.232464,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-astropy__astropy-6938-temporal_checkpoint-0-ig4flkcp/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-astropy__astropy-6938-temporal_checkpoint-0-ig4flkcp/repo/astropy"", ""tmp/agenttx-swe-astropy__astropy-6938-temporal_checkpoint-0-ig4flkcp/repo/astropy/io"", ""tmp/agenttx-swe-astropy__astropy-6938-temporal_checkpoint-0-ig4flkcp/repo/astropy/io/fits"", ""tmp/agenttx-swe-astropy__astropy-6938-temporal_checkpoint-0-ig4flkcp/repo/astropy/io/fits/fitsrec.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"..                                                                       [100%]
=============================== warnings summary ===============================
None
  Module already imported so cannot be rewritten: astropy.tests.plugins.display

-- Docs: http://doc.pytest.org/en/latest/warnings.html
2 passed, 1 warnings in 0.79 seconds
",
swe,astropy__astropy-6938,short,,astropy/astropy,1.3,astropy/astropy,astropy/astropy,c76af9ed6bb89bfba45b9f5bc1e635188278e2fa,whole_branch_abort,0,True,oracle,oracle,oracle,oracle,strace,20.683497,10.346873,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-astropy__astropy-6938-whole_branch_abort-0-ojc2q95z/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-astropy__astropy-6938-whole_branch_abort-0-ojc2q95z/repo/astropy"", ""tmp/agenttx-swe-astropy__astropy-6938-whole_branch_abort-0-ojc2q95z/repo/astropy/io"", ""tmp/agenttx-swe-astropy__astropy-6938-whole_branch_abort-0-ojc2q95z/repo/astropy/io/fits"", ""tmp/agenttx-swe-astropy__astropy-6938-whole_branch_abort-0-ojc2q95z/repo/astropy/io/fits/fitsrec.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"..                                                                       [100%]
=============================== warnings summary ===============================
None
  Module already imported so cannot be rewritten: astropy.tests.plugins.display

-- Docs: http://doc.pytest.org/en/latest/warnings.html
2 passed, 1 warnings in 0.87 seconds
",
swe,astropy__astropy-7746,medium,,astropy/astropy,1.3,astropy/astropy,astropy/astropy,d5bd3f68bb6d5ce3a61bdce9883ee750d1afade5,causal,0,True,oracle,oracle,oracle,oracle,strace,105.113619,92.535322,0,0,0,0,oracle,0,0,,,3,"[0, 3, 4]","[""tmp/agenttx-swe-astropy__astropy-7746-causal-0-z69umhgb/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-astropy__astropy-7746-causal-0-z69umhgb/repo/astropy"", ""tmp/agenttx-swe-astropy__astropy-7746-causal-0-z69umhgb/repo/astropy/wcs"", ""tmp/agenttx-swe-astropy__astropy-7746-causal-0-z69umhgb/repo/astropy/wcs/wcs.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1, 2], ""derived_step"": 3, ""test_run_step"": 4, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,".                                                                        [100%]
=============================== warnings summary ===============================
None
  Module already imported so cannot be rewritten: astropy.tests.plugins.display

-- Docs: http://doc.pytest.org/en/latest/warnings.html
1 passed, 1 warnings in 0.20 seconds
",
swe,astropy__astropy-7746,medium,,astropy/astropy,1.3,astropy/astropy,astropy/astropy,d5bd3f68bb6d5ce3a61bdce9883ee750d1afade5,temporal_checkpoint,0,True,oracle,oracle,oracle,oracle,strace,22.164389,9.837943,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3, 4]","[""tmp/agenttx-swe-astropy__astropy-7746-temporal_checkpoint-0-s3wpdi6c/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-astropy__astropy-7746-temporal_checkpoint-0-s3wpdi6c/repo/astropy"", ""tmp/agenttx-swe-astropy__astropy-7746-temporal_checkpoint-0-s3wpdi6c/repo/astropy/wcs"", ""tmp/agenttx-swe-astropy__astropy-7746-temporal_checkpoint-0-s3wpdi6c/repo/astropy/wcs/wcs.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1, 2], ""derived_step"": 3, ""test_run_step"": 4, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,".                                                                        [100%]
=============================== warnings summary ===============================
None
  Module already imported so cannot be rewritten: astropy.tests.plugins.display

-- Docs: http://doc.pytest.org/en/latest/warnings.html
1 passed, 1 warnings in 0.20 seconds
",
swe,astropy__astropy-7746,medium,,astropy/astropy,1.3,astropy/astropy,astropy/astropy,d5bd3f68bb6d5ce3a61bdce9883ee750d1afade5,whole_branch_abort,0,True,oracle,oracle,oracle,oracle,strace,22.307823,9.959502,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3, 4]","[""tmp/agenttx-swe-astropy__astropy-7746-whole_branch_abort-0-x3ud5eb4/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-astropy__astropy-7746-whole_branch_abort-0-x3ud5eb4/repo/astropy"", ""tmp/agenttx-swe-astropy__astropy-7746-whole_branch_abort-0-x3ud5eb4/repo/astropy/wcs"", ""tmp/agenttx-swe-astropy__astropy-7746-whole_branch_abort-0-x3ud5eb4/repo/astropy/wcs/wcs.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1, 2], ""derived_step"": 3, ""test_run_step"": 4, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,".                                                                        [100%]
=============================== warnings summary ===============================
None
  Module already imported so cannot be rewritten: astropy.tests.plugins.display

-- Docs: http://doc.pytest.org/en/latest/warnings.html
1 passed, 1 warnings in 0.20 seconds
",
swe,django__django-10914,short,,django/django,3.0,django/django,django/django,e7fd69d051eaa67cb17f172a39b57253e9cb831a,causal,0,True,oracle,oracle,oracle,oracle,strace,100.154901,90.370731,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-10914-causal-0-ekdocbgo/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-10914-causal-0-ekdocbgo/repo/django"", ""tmp/agenttx-swe-django__django-10914-causal-0-ekdocbgo/repo/django/conf"", ""tmp/agenttx-swe-django__django-10914-causal-0-ekdocbgo/repo/django/conf/global_settings.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
",".
----------------------------------------------------------------------
Ran 1 test in 0.000s

OK
"
swe,django__django-10914,short,,django/django,3.0,django/django,django/django,e7fd69d051eaa67cb17f172a39b57253e9cb831a,temporal_checkpoint,0,True,oracle,oracle,oracle,oracle,strace,22.150293,12.160875,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-10914-temporal_checkpoint-0-q8kvl8hv/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-10914-temporal_checkpoint-0-q8kvl8hv/repo/django"", ""tmp/agenttx-swe-django__django-10914-temporal_checkpoint-0-q8kvl8hv/repo/django/conf"", ""tmp/agenttx-swe-django__django-10914-temporal_checkpoint-0-q8kvl8hv/repo/django/conf/global_settings.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
",".
----------------------------------------------------------------------
Ran 1 test in 0.000s

OK
"
